kegg_annotation_id	name	definition	pathway	module
K02795	PTS-Man-EIIC, manY	PTS system, mannose-specific IIC component	ko00051  Fructose and mannose metabolism	M00276  PTS system, mannose-specific II component
K02796	PTS-Man-EIID, manZ	PTS system, mannose-specific IID component	ko00051  Fructose and mannose metabolism	M00276  PTS system, mannose-specific II component
K02798	PTS-Mtl-EIIA, mtlA, cmtB	PTS system, mannitol-specific IIA component [EC:2.7.1.197]	ko00051  Fructose and mannose metabolism	M00274  PTS system, mannitol-specific II component
K02800	PTS-Mtl-EIIC, mtlA, cmtA	PTS system, mannitol-specific IIC component	ko00051  Fructose and mannose metabolism	M00274  PTS system, mannitol-specific II component
K02802	PTS-Nag-EIIA, nagE	PTS system, N-acetylglucosamine-specific IIA component [EC:2.7.1.193]	ko00520  Amino sugar and nucleotide sugar metabolism	M00267  PTS system, N-acetylglucosamine-specific II component
K02803	PTS-Nag-EIIB, nagE	PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.193]	ko00520  Amino sugar and nucleotide sugar metabolism	M00267  PTS system, N-acetylglucosamine-specific II component
K02804	PTS-Nag-EIIC, nagE	PTS system, N-acetylglucosamine-specific IIC component	ko00520  Amino sugar and nucleotide sugar metabolism	M00267  PTS system, N-acetylglucosamine-specific II component
K02805	wecE, rffA	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]		
K02806	PTS-Ntr-EIIA, ptsN	PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]	ko02060  Phosphotransferase system (PTS)	
K02810	PTS-Scr-EIIC, scrA, sacP, sacX, ptsS	PTS system, sucrose-specific IIC component	ko00500  Starch and sucrose metabolism	M00269  PTS system, sucrose-specific II component
K02812	PTS-Sor-EIIA, sorF	PTS system, sorbose-specific IIA component [EC:2.7.1.206]	ko00051  Fructose and mannose metabolism	M00278  PTS system, sorbose-specific II component
K02813	PTS-Sor-EIIB, sorB	PTS system, sorbose-specific IIB component [EC:2.7.1.206]	ko00051  Fructose and mannose metabolism	M00278  PTS system, sorbose-specific II component
K02814	PTS-Sor-EIIC, sorA	PTS system, sorbose-specific IIC component	ko00051  Fructose and mannose metabolism	M00278  PTS system, sorbose-specific II component
K02815	PTS-Sor-EIID, sorM	PTS system, sorbose-specific IID component	ko00051  Fructose and mannose metabolism	M00278  PTS system, sorbose-specific II component
K02819	PTS-Tre-EIIC, treB	PTS system, trehalose-specific IIC component	ko00500  Starch and sucrose metabolism	M00270  PTS system, trehalose-specific II component
K02821	PTS-Ula-EIIA, ulaC, sgaA	PTS system, ascorbate-specific IIA component [EC:2.7.1.194]	ko00053  Ascorbate and aldarate metabolism	M00283  PTS system, ascorbate-specific II component
K02822	PTS-Ula-EIIB, ulaB, sgaB	PTS system, ascorbate-specific IIB component [EC:2.7.1.194]	ko00053  Ascorbate and aldarate metabolism	M00283  PTS system, ascorbate-specific II component
K02823	pyrDII	dihydroorotate dehydrogenase electron transfer subunit	ko00240  Pyrimidine metabolism	
K02824	pyrP, uraA	uracil permease		
K02825	pyrR	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	ko00240  Pyrimidine metabolism	
K02826	qoxA	cytochrome aa3-600 menaquinol oxidase subunit II [EC:1.10.3.12]	ko00190  Oxidative phosphorylation	M00416  Cytochrome aa3-600 menaquinol oxidase
K02827	qoxB	cytochrome aa3-600 menaquinol oxidase subunit I [EC:1.10.3.12]	ko00190  Oxidative phosphorylation	M00416  Cytochrome aa3-600 menaquinol oxidase
K02828	qoxC	cytochrome aa3-600 menaquinol oxidase subunit III [EC:1.10.3.12]	ko00190  Oxidative phosphorylation	M00416  Cytochrome aa3-600 menaquinol oxidase
K02829	qoxD	cytochrome aa3-600 menaquinol oxidase subunit IV [EC:1.10.3.12]	ko00190  Oxidative phosphorylation	M00416  Cytochrome aa3-600 menaquinol oxidase
K02830	HRAD1, RAD17	cell cycle checkpoint protein [EC:3.1.11.2]	ko04111  Cell cycle - yeast	
K02831	RAD53	ser/thr/tyr protein kinase RAD53 [EC:2.7.11.-]	ko04111  Cell cycle - yeast	M00691  DNA damage-induced cell cycle checkpoints
K02832	RAIDD	CASP2 and RIPK1 domain containing adaptor with death domain		
K02833	HRAS	GTPase HRas	ko01521  EGFR tyrosine kinase inhibitor resistance	
K02834	rbfA	ribosome-binding factor A		
K02835	prfA, MTRF1, MRF1	peptide chain release factor 1		
K02836	prfB	peptide chain release factor 2		
K02837	prfC	peptide chain release factor 3		
K02838	frr, MRRF, RRF	ribosome recycling factor		
K02839	prfH	peptide chain release factor		
K02840	waaB, rfaB	UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase [EC:2.4.1.-]	ko00540  Lipopolysaccharide biosynthesis	M00080  Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen
K02841	waaC, rfaC	heptosyltransferase I [EC:2.4.-.-]	ko00540  Lipopolysaccharide biosynthesis	M00080  Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen
K02842	FZD9_10, CD349_50	frizzled 9/10	ko04150  mTOR signaling pathway	M00677  Wnt signaling
K02843	waaF, rfaF	heptosyltransferase II [EC:2.4.-.-]	ko00540  Lipopolysaccharide biosynthesis	M00080  Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen
K02844	waaG, rfaG	UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	ko00540  Lipopolysaccharide biosynthesis	M00080  Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen
K02846	solA	N-methyl-L-tryptophan oxidase [EC:1.5.3.-]		
K02847	waaL, rfaL	O-antigen ligase [EC:2.4.1.-]	ko00540  Lipopolysaccharide biosynthesis	M00080  Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen
K02848	waaP, rfaP	heptose I phosphotransferase [EC:2.7.1.-]	ko00540  Lipopolysaccharide biosynthesis	M00080  Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen
K02849	waaQ, rfaQ	heptosyltransferase III [EC:2.4.-.-]	ko00540  Lipopolysaccharide biosynthesis	M00080  Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen
K02850	waaY, rfaY	heptose II phosphotransferase [EC:2.7.1.-]	ko00540  Lipopolysaccharide biosynthesis	M00080  Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen
K02851	wecA, tagO, rfe	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]		
K02852	wecG, rffM	UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase [EC:2.4.1.180]		
K02853	wzyE, rffT	enterobacterial common antigen polymerase [EC:2.4.1.-]		
K02854	rhaR	AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR		
K02855	rhaS	AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS		
K02856	rhaT	L-rhamnose-H+ transport protein		
K02857	RHBDL1_2_3	rhomboid-related protein 1/2/3 [EC:3.4.21.105]		
K02858	ribB, RIB3	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	ko00740  Riboflavin metabolism	M00125  Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
K02859	ribT	riboflavin biosynthesis RibT protein		
K02860	rimM	16S rRNA processing protein RimM		
K02861	RIPK1, RIP1	receptor-interacting serine/threonine-protein kinase 1 [EC:2.7.11.1]	ko04064  NF-kappa B signaling pathway	
K02862	ctaG	putative membrane protein		
K02863	RP-L1, MRPL1, rplA	large subunit ribosomal protein L1	ko03010  Ribosome	M00178  Ribosome, bacteria
K02864	RP-L10, MRPL10, rplJ	large subunit ribosomal protein L10	ko03010  Ribosome	M00178  Ribosome, bacteria
K02865	RP-L10Ae, RPL10A	large subunit ribosomal protein L10Ae	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02866	RP-L10e, RPL10	large subunit ribosomal protein L10e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02867	RP-L11, MRPL11, rplK	large subunit ribosomal protein L11	ko03010  Ribosome	M00178  Ribosome, bacteria
K02868	RP-L11e, RPL11	large subunit ribosomal protein L11e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02869	RP-L12, rpl12	large subunit ribosomal protein L12	ko03010  Ribosome	M00179  Ribosome, archaea
K02870	RP-L12e, RPL12	large subunit ribosomal protein L12e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02871	RP-L13, MRPL13, rplM	large subunit ribosomal protein L13	ko03010  Ribosome	M00178  Ribosome, bacteria
K02872	RP-L13Ae, RPL13A	large subunit ribosomal protein L13Ae	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02873	RP-L13e, RPL13	large subunit ribosomal protein L13e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02874	RP-L14, MRPL14, rplN	large subunit ribosomal protein L14	ko03010  Ribosome	M00178  Ribosome, bacteria
K02875	RP-L14e, RPL14	large subunit ribosomal protein L14e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02876	RP-L15, MRPL15, rplO	large subunit ribosomal protein L15	ko03010  Ribosome	M00178  Ribosome, bacteria
K02877	RP-L15e, RPL15	large subunit ribosomal protein L15e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02878	RP-L16, MRPL16, rplP	large subunit ribosomal protein L16	ko03010  Ribosome	M00178  Ribosome, bacteria
K02879	RP-L17, MRPL17, rplQ	large subunit ribosomal protein L17	ko03010  Ribosome	M00178  Ribosome, bacteria
K02880	RP-L17e, RPL17	large subunit ribosomal protein L17e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02881	RP-L18, MRPL18, rplR	large subunit ribosomal protein L18	ko03010  Ribosome	M00178  Ribosome, bacteria
K02882	RP-L18Ae, RPL18A	large subunit ribosomal protein L18Ae	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02883	RP-L18e, RPL18	large subunit ribosomal protein L18e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02884	RP-L19, MRPL19, rplS	large subunit ribosomal protein L19	ko03010  Ribosome	M00178  Ribosome, bacteria
K02885	RP-L19e, RPL19	large subunit ribosomal protein L19e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02886	RP-L2, MRPL2, rplB	large subunit ribosomal protein L2	ko03010  Ribosome	M00178  Ribosome, bacteria
K02887	RP-L20, MRPL20, rplT	large subunit ribosomal protein L20	ko03010  Ribosome	M00178  Ribosome, bacteria
K02888	RP-L21, MRPL21, rplU	large subunit ribosomal protein L21	ko03010  Ribosome	M00178  Ribosome, bacteria
K02889	RP-L21e, RPL21	large subunit ribosomal protein L21e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02890	RP-L22, MRPL22, rplV	large subunit ribosomal protein L22	ko03010  Ribosome	M00178  Ribosome, bacteria
K02891	RP-L22e, RPL22	large subunit ribosomal protein L22e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02892	RP-L23, MRPL23, rplW	large subunit ribosomal protein L23	ko03010  Ribosome	M00178  Ribosome, bacteria
K02893	RP-L23Ae, RPL23A	large subunit ribosomal protein L23Ae	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02894	RP-L23e, RPL23	large subunit ribosomal protein L23e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02895	RP-L24, MRPL24, rplX	large subunit ribosomal protein L24	ko03010  Ribosome	M00178  Ribosome, bacteria
K02896	RP-L24e, RPL24	large subunit ribosomal protein L24e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02897	RP-L25, rplY	large subunit ribosomal protein L25	ko03010  Ribosome	M00178  Ribosome, bacteria
K02898	RP-L26e, RPL26	large subunit ribosomal protein L26e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02899	RP-L27, MRPL27, rpmA	large subunit ribosomal protein L27	ko03010  Ribosome	M00178  Ribosome, bacteria
K02900	RP-L27Ae, RPL27A	large subunit ribosomal protein L27Ae	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02901	RP-L27e, RPL27	large subunit ribosomal protein L27e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02902	RP-L28, MRPL28, rpmB	large subunit ribosomal protein L28	ko03010  Ribosome	M00178  Ribosome, bacteria
K02903	RP-L28e, RPL28	large subunit ribosomal protein L28e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02904	RP-L29, rpmC	large subunit ribosomal protein L29	ko03010  Ribosome	M00178  Ribosome, bacteria
K02905	RP-L29e, RPL29	large subunit ribosomal protein L29e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02906	RP-L3, MRPL3, rplC	large subunit ribosomal protein L3	ko03010  Ribosome	M00178  Ribosome, bacteria
K02907	RP-L30, MRPL30, rpmD	large subunit ribosomal protein L30	ko03010  Ribosome	M00178  Ribosome, bacteria
K02908	RP-L30e, RPL30	large subunit ribosomal protein L30e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02909	RP-L31, rpmE	large subunit ribosomal protein L31	ko03010  Ribosome	M00178  Ribosome, bacteria
K02910	RP-L31e, RPL31	large subunit ribosomal protein L31e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02911	RP-L32, MRPL32, rpmF	large subunit ribosomal protein L32	ko03010  Ribosome	M00178  Ribosome, bacteria
K02912	RP-L32e, RPL32	large subunit ribosomal protein L32e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02913	RP-L33, MRPL33, rpmG	large subunit ribosomal protein L33	ko03010  Ribosome	M00178  Ribosome, bacteria
K02914	RP-L34, MRPL34, rpmH	large subunit ribosomal protein L34	ko03010  Ribosome	M00178  Ribosome, bacteria
K02915	RP-L34e, RPL34	large subunit ribosomal protein L34e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02916	RP-L35, MRPL35, rpmI	large subunit ribosomal protein L35	ko03010  Ribosome	M00178  Ribosome, bacteria
K02917	RP-L35Ae, RPL35A	large subunit ribosomal protein L35Ae	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02918	RP-L35e, RPL35	large subunit ribosomal protein L35e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02919	RP-L36, MRPL36, rpmJ	large subunit ribosomal protein L36	ko03010  Ribosome	M00178  Ribosome, bacteria
K02920	RP-L36e, RPL36	large subunit ribosomal protein L36e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02921	RP-L37Ae, RPL37A	large subunit ribosomal protein L37Ae	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02922	RP-L37e, RPL37	large subunit ribosomal protein L37e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02923	RP-L38e, RPL38	large subunit ribosomal protein L38e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02924	RP-L39e, RPL39	large subunit ribosomal protein L39e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02925	RP-L3e, RPL3	large subunit ribosomal protein L3e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02926	RP-L4, MRPL4, rplD	large subunit ribosomal protein L4	ko03010  Ribosome	M00178  Ribosome, bacteria
K02927	RP-L40e, RPL40	large subunit ribosomal protein L40e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02929	RP-L44e, RPL44	large subunit ribosomal protein L44e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02930	RP-L4e, RPL4	large subunit ribosomal protein L4e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02931	RP-L5, MRPL5, rplE	large subunit ribosomal protein L5	ko03010  Ribosome	M00178  Ribosome, bacteria
K02932	RP-L5e, RPL5	large subunit ribosomal protein L5e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02933	RP-L6, MRPL6, rplF	large subunit ribosomal protein L6	ko03010  Ribosome	M00178  Ribosome, bacteria
K02934	RP-L6e, RPL6	large subunit ribosomal protein L6e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02935	RP-L7, MRPL12, rplL	large subunit ribosomal protein L7/L12	ko03010  Ribosome	M00178  Ribosome, bacteria
K02936	RP-L7Ae, RPL7A	large subunit ribosomal protein L7Ae	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02937	RP-L7e, RPL7	large subunit ribosomal protein L7e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02938	RP-L8e, RPL8	large subunit ribosomal protein L8e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02939	RP-L9, MRPL9, rplI	large subunit ribosomal protein L9	ko03010  Ribosome	M00178  Ribosome, bacteria
K02940	RP-L9e, RPL9	large subunit ribosomal protein L9e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02941	RP-LP0, RPLP0	large subunit ribosomal protein LP0	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02942	RP-LP1, RPLP1	large subunit ribosomal protein LP1	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02943	RP-LP2, RPLP2	large subunit ribosomal protein LP2	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02944	RP-LX, rplX	large subunit ribosomal protein LX	ko03010  Ribosome	M00179  Ribosome, archaea
K02945	RP-S1, rpsA	small subunit ribosomal protein S1	ko03010  Ribosome	M00178  Ribosome, bacteria
K02946	RP-S10, MRPS10, rpsJ	small subunit ribosomal protein S10	ko03010  Ribosome	M00178  Ribosome, bacteria
K02947	RP-S10e, RPS10	small subunit ribosomal protein S10e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02948	RP-S11, MRPS11, rpsK	small subunit ribosomal protein S11	ko03010  Ribosome	M00178  Ribosome, bacteria
K02949	RP-S11e, RPS11	small subunit ribosomal protein S11e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02950	RP-S12, MRPS12, rpsL	small subunit ribosomal protein S12	ko03010  Ribosome	M00178  Ribosome, bacteria
K02951	RP-S12e, RPS12	small subunit ribosomal protein S12e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02952	RP-S13, rpsM	small subunit ribosomal protein S13	ko03010  Ribosome	M00178  Ribosome, bacteria
K02953	RP-S13e, RPS13	small subunit ribosomal protein S13e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02954	RP-S14, MRPS14, rpsN	small subunit ribosomal protein S14	ko03010  Ribosome	M00178  Ribosome, bacteria
K02955	RP-S14e, RPS14	small subunit ribosomal protein S14e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02956	RP-S15, MRPS15, rpsO	small subunit ribosomal protein S15	ko03010  Ribosome	M00178  Ribosome, bacteria
K02957	RP-S15Ae, RPS15A	small subunit ribosomal protein S15Ae	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02958	RP-S15e, RPS15	small subunit ribosomal protein S15e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02959	RP-S16, MRPS16, rpsP	small subunit ribosomal protein S16	ko03010  Ribosome	M00178  Ribosome, bacteria
K02960	RP-S16e, RPS16	small subunit ribosomal protein S16e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02961	RP-S17, MRPS17, rpsQ	small subunit ribosomal protein S17	ko03010  Ribosome	M00178  Ribosome, bacteria
K02962	RP-S17e, RPS17	small subunit ribosomal protein S17e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02963	RP-S18, MRPS18, rpsR	small subunit ribosomal protein S18	ko03010  Ribosome	M00178  Ribosome, bacteria
K02964	RP-S18e, RPS18	small subunit ribosomal protein S18e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02965	RP-S19, rpsS	small subunit ribosomal protein S19	ko03010  Ribosome	M00178  Ribosome, bacteria
K02966	RP-S19e, RPS19	small subunit ribosomal protein S19e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
K02967	RP-S2, MRPS2, rpsB	small subunit ribosomal protein S2	ko03010  Ribosome	M00178  Ribosome, bacteria
K02968	RP-S20, rpsT	small subunit ribosomal protein S20	ko03010  Ribosome	M00178  Ribosome, bacteria
K02969	RP-S20e, RPS20	small subunit ribosomal protein S20e	ko03010  Ribosome	M00177  Ribosome, eukaryotes
